,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
301,341,archive 81,3,8,8,20
302,342,de uskyldige,3,9,13,4
303,343,castlevania,4,13,17,38
304,344,jeepers creepers: reborn,8,0,7,40
305,345,army of the dead,10,14,13,148
306,346,the haunting of bly manor,3,8,8,20
307,347,doctor sleep,3,9,13,4
308,348,brightburn,3,8,8,20
309,349,28 days later...,3,8,11,48
310,350,the night house,8,0,7,40
311,351,insidious,8,0,7,40
312,352,dracula,3,9,13,4
313,353,it follows,8,0,7,40
314,354,constantine,10,9,13,93
315,355,life,8,4,7,10
316,356,el hoyo,8,4,7,10
317,357,the invisible man,3,8,8,20
318,358,world war z,10,1,13,15
319,359,twin peaks,11,5,13,19
320,360,preacher,1,5,12,56
321,361,event horizon,8,4,7,10
322,362,the new mutants,10,8,8,94
323,363,10 cloverfield lane,3,8,8,20
324,365,busanhaeng,10,8,7,77
325,366,under the skin,3,8,8,20
326,367,malignant,11,8,8,74
327,368,what ever happened to baby jane?,3,8,7,66
328,369,saw,8,0,7,40
329,370,blade,10,8,11,5
330,371,the rocky horror picture show,2,8,19,55
331,372,the others,8,0,7,40
332,373,don't breathe,11,8,7,51
333,374,penny dreadful,3,9,13,4
334,375,titane,3,8,11,48
335,376,the killing of a sacred deer,3,8,8,20
336,377,eight for silver,9,8,8,44
337,378,dead end: paranormal park,4,1,0,30
338,379,the poughkeepsie tapes,8,0,7,40
339,380,primal,4,13,17,38
340,381,black summer,10,5,13,2
341,382,vivarium,8,0,11,35
342,383,the crow,10,14,1,32
343,384,wellington paranormal,2,14,12,31
344,385,hotel transylvania: transformania,4,1,0,30
345,386,bates motel,3,8,8,20
346,387,escape room: tournament of champions,10,1,13,15
347,388,izombie,2,14,1,11
348,389,the conjuring: the devil made me do it,8,0,7,40
349,390,the descent,1,8,7,121
